,density,time
0,457.2442323582141,0.0
1,456.5126175293444,0.016666666666666666
2,455.68164807648435,0.03333333333333333
3,454.86226921800863,0.05
4,454.1369271927774,0.06666666666666667
5,453.61109744887796,0.08333333333333333
6,452.9616620559855,0.1
7,452.45018560524835,0.11666666666666667
8,451.8851371198997,0.13333333333333333
9,451.2438911642601,0.15
10,450.5994018023959,0.16666666666666666
11,450.14906421301197,0.18333333333333332
12,449.7256006468302,0.2
13,449.292942988308,0.21666666666666667
14,448.7001001045236,0.23333333333333334
15,447.9923158388857,0.25
16,447.17026265633433,0.26666666666666666
17,446.2365549498932,0.2833333333333333
18,445.3218398811854,0.3
19,444.60005088635916,0.31666666666666665
20,443.8094190235248,0.3333333333333333
21,442.9134494166147,0.35
22,441.9407504127438,0.36666666666666664
23,440.91379798970263,0.3833333333333333
24,439.83783877694196,0.4
25,438.5848809404607,0.4166666666666667
26,437.2774158960415,0.43333333333333335
27,435.877631023232,0.45
28,434.23677478022745,0.4666666666666667
29,432.62910986580454,0.48333333333333334
30,431.1928207762601,0.5
31,429.85095046098144,0.5166666666666666
32,428.29679901420985,0.5333333333333333
33,426.6434452352896,0.55
34,424.92072589977096,0.5666666666666667
35,423.24472075993583,0.5833333333333334
36,421.693280791793,0.6
37,420.200309979564,0.6166666666666667
38,418.84113453759545,0.6333333333333333
39,417.46509290289055,0.65
40,416.1462483342838,0.6666666666666666
41,414.6450229061362,0.6833333333333333
42,412.82188656248337,0.7
43,410.84084677768146,0.7166666666666667
44,408.58774704220957,0.7333333333333333
45,406.428112434767,0.75
46,404.4834435696608,0.7666666666666666
47,402.579925508393,0.7833333333333333
48,400.5917999168639,0.8
49,398.6778695174377,0.8166666666666667
50,396.75753438268066,0.8333333333333334
51,394.87688872339845,0.85
52,393.2218454401389,0.8666666666666667
53,391.4672912495763,0.8833333333333333
54,389.6868116437148,0.9
55,387.9541081963925,0.9166666666666666
56,386.11421785931395,0.9333333333333333
57,384.5562098422617,0.95
58,383.1065557420356,0.9666666666666667
59,381.80791450011446,0.9833333333333333
60,380.40679403996006,1.0
61,379.0623865803844,1.0166666666666666
62,377.91397825377646,1.0333333333333332
63,376.5973557470857,1.05
64,375.3490578272928,1.0666666666666667
65,374.1474087147831,1.0833333333333333
66,372.91008979946554,1.1
67,371.4328701085328,1.1166666666666667
68,369.7257463472363,1.1333333333333333
69,368.1557972826857,1.15
70,366.5795720568686,1.1666666666666667
71,364.879113115763,1.1833333333333333
72,363.23782213771386,1.2
73,361.68094924027633,1.2166666666666666
74,359.9280322866409,1.2333333333333334
75,357.9943458904615,1.25
76,355.8957681720672,1.2666666666666666
77,353.7939499868906,1.2833333333333332
78,351.83500581125816,1.3
79,350.2059108240189,1.3166666666666667
80,348.51767904577406,1.3333333333333333
81,346.9464809835355,1.35
82,345.3963487900453,1.3666666666666667
83,343.9483868196726,1.3833333333333333
84,342.4971632853986,1.4
85,341.35338905579124,1.4166666666666667
86,340.5559421790485,1.4333333333333333
87,340.01018682710503,1.45
88,339.36667976568714,1.4666666666666666
89,338.74762766089907,1.4833333333333334
90,338.1562712944337,1.5
91,337.7334609864735,1.5166666666666666
92,337.21279758006847,1.5333333333333332
93,336.7255389864109,1.55
94,336.1016842230374,1.5666666666666667
95,335.4947564232447,1.5833333333333333
96,334.81199955451484,1.6
97,334.10235449195255,1.6166666666666667
98,333.2932767161107,1.6333333333333333
99,332.466479126005,1.65
100,331.6863487107482,1.6666666666666667
101,330.92475058828575,1.6833333333333333
102,330.0909484293613,1.7
103,329.403363607264,1.7166666666666666
104,328.6820969881951,1.7333333333333334
105,327.92051041242956,1.75
106,327.2132112617064,1.7666666666666666
107,326.5615732241804,1.7833333333333332
108,325.8577850169346,1.8
109,325.00673461883974,1.8166666666666667
110,324.1260840221093,1.8333333333333333
111,323.2447865713295,1.8499999999999999
112,322.3628955843476,1.8666666666666667
113,321.46868706500396,1.8833333333333333
114,320.55207352006585,1.9
115,319.54133434772075,1.9166666666666667
116,318.65523906625725,1.9333333333333333
117,317.7926043710569,1.95
118,316.76674907128,1.9666666666666666
119,315.60050883486707,1.9833333333333334
120,314.31500411024575,2.0
121,312.9631155734642,2.0166666666666666
122,311.6450627011137,2.033333333333333
123,310.2985275371335,2.05
124,309.1414276554661,2.0666666666666664
125,307.9844942371471,2.0833333333333335
126,306.6528521641255,2.1
127,305.30088553892966,2.1166666666666667
128,303.92011534547646,2.1333333333333333
129,302.3635449362845,2.15
130,300.5915227249712,2.1666666666666665
131,298.64686834364466,2.183333333333333
132,296.5967949814041,2.2
133,294.54453587305215,2.216666666666667
134,292.62543787430894,2.2333333333333334
135,290.7964044771868,2.25
136,288.95124798793233,2.2666666666666666
137,287.15517637618944,2.283333333333333
138,285.4704146075154,2.3
139,283.7928883148175,2.3166666666666664
140,281.86697162907114,2.3333333333333335
141,279.76976938253955,2.35
142,277.51675676206577,2.3666666666666667
143,275.2742461136641,2.3833333333333333
144,273.237229186644,2.4
145,271.203120325287,2.4166666666666665
146,269.1560426686269,2.433333333333333
147,267.0933001658742,2.45
148,264.95640487478727,2.466666666666667
149,262.68962462544033,2.4833333333333334
150,260.4919063961043,2.5
151,258.2092426733151,2.5166666666666666
152,255.77327328932574,2.533333333333333
153,253.27785696434378,2.55
154,250.79319660983583,2.5666666666666664
155,248.35435012296284,2.5833333333333335
156,246.0485027972565,2.6
157,243.9430128735436,2.6166666666666667
158,241.75631542315796,2.6333333333333333
159,239.54888618381574,2.65
160,237.30810964802907,2.6666666666666665
161,235.06564381690106,2.683333333333333
