time,id
-1.25722222222248,d6ce0298e3c4698723b1593fcec336acf9d87035
-1.24888888886207,828d563da28b5cc09b1b6a797da9c11ffe96163e
-1.24666666664425,6dd93933eac99d3ae3167c0063fef1a2491157fb
-1.24333333340471,fc7edfc56268400016851d22245ff57c66956b25
-1.24083333334416,e046c66106c797cff703459a1c546336f75218e4
-1.23388888884793,d988e3a19281c2ce77f494b779e64026a040afa5
-1.23361111117993,d988e3a19281c2ce77f494b779e64026a040afa5
-1.2319444444728,65b55047c9eac0b0f2876a047a50bd2c25af16c7
-1.23055555560863,f8f87e39f976a92abf31b17d58060b860fae14d1
-1.22388888895512,fc7edfc56268400016851d22245ff57c66956b25
-1.22166666673729,6fcd726f9920ee7b434980931e3bb4f88ba626f3
-1.218611111166,1d95995878edcce266a217dc5ffb6875ecb3f039
-1.18222222215263,284c91d862ef7ff6b6444021cec3735a66670e5d
-1.17916666658136,284c91d862ef7ff6b6444021cec3735a66670e5d
-1.16055555548519,fc7edfc56268400016851d22245ff57c66956b25
-1.15500000002783,92c6db42f859108f16b0cf8856c80869b2b7e48c
-1.149444444396,523588ea8d393becaa24d6733701bbc1c36f0ed4
-1.1477777778636,284c91d862ef7ff6b6444021cec3735a66670e5d
-1.14222222223175,86a63b3c00577abdbccfa40c02b13e93c49e6590
-1.12999999994641,157f3d84994856f94cf9cd9a8322ce9d18f32a4d
-1.12833333341401,b3c973191e1d3a76f072a17ace6c3a1783015a4f
-1.12750000006056,157f3d84994856f94cf9cd9a8322ce9d18f32a4d
-1.12527777784271,284c91d862ef7ff6b6444021cec3735a66670e5d
-1.12277777778215,b6e51f25ffa64f3891cf8ccaf7e829c587662c0a
-1.11305555555737,3ff299a4d42b88bb43db300029e9a41b666905d6
-1.11194444436121,dcd5a7a74a998f1e7dee684cded48cfcad2cbacf
-1.10861111112168,86a63b3c00577abdbccfa40c02b13e93c49e6590
-1.10277777782184,86a63b3c00577abdbccfa40c02b13e93c49e6590
-1.10027777776128,67b0cc6b271d326e9c7ff15de393c0b77465f9ba
-1.09388888895048,86a63b3c00577abdbccfa40c02b13e93c49e6590
-1.09277777775432,86a63b3c00577abdbccfa40c02b13e93c49e6590
-1.09138888888992,e7ec020bdc91e08a815e9c1ff27ab982b0ff32da
-1.08833333331863,2cd0335e35aa7b216a8cb15aaf5d844041d5c3d2
-1.07055555557593,b3c973191e1d3a76f072a17ace6c3a1783015a4f
-1.06083333335112,a0297463de31aef8ff9f8f7367053272b363f78e
-1.05611111107272,a0297463de31aef8ff9f8f7367053272b363f78e
-1.05166666663728,3e7f3a1e1bf06c09673a90a454bc70cf7ca04da2
-1.04805555555504,4bd0f2e6514636044e795b8d3cad64eb49498314
-1.04333333327664,f25241535605899bfe986d7c44f287e3391811c4
-1.04083333339081,1d61bafd77f3053ffd113f098924c82c38aa5c43
-0.991388888913122,0d7b61c17f22bf1985d097fb18b22ab3b35a5159
-0.989166666695276,98657e25ea95d813bed98b6ce3d59fc2be38d5ff
-0.988888888852564,f25241535605899bfe986d7c44f287e3391811c4
-0.981666666688312,294d29d7d4f486ea21f557c64ece2033b8a416c9
-0.979444444470488,65375600d571669f3e5bdb37503194462c3413cd
-0.977777777763592,157f3d84994856f94cf9cd9a8322ce9d18f32a4d
-0.957777777803045,1bd0b1fd2716590d914c756433aeb5d5de280231
-0.951944444503191,1246a858db17e6186cbfb69d147acb5221430dd9
-0.939722222217846,e5a5444cb55f13c71bd4c12cc32eeef399f6ed92
-0.939166666707109,6fcde0059265333843eb8b0782149ca8ec5d17d1
-0.925833333400078,fc7edfc56268400016851d22245ff57c66956b25
-0.916944444528717,1472590a68c5d05e78900f4889b1987571599d0c
-0.907222222303929,d6448432099ccea448de26b69b98e7c9e3e7849f
-0.902777777693764,5a6084a2d28a350e99a843ef13df5db0e3f2f8fb
-0.900555555475918,5a6084a2d28a350e99a843ef13df5db0e3f2f8fb
-0.898611111100806,5a6084a2d28a350e99a843ef13df5db0e3f2f8fb
-0.879166666651209,5acf33027a612af91b2e354500851cb36541a026
-0.878333333297526,bc9cee54a05040b323fb78e55673ef624555f03f
-0.87333333335112,ff33262c93bfd0efe8fb621fe2483c6b72bb5491
-0.860555555555038,25a879c2aa04562fae74242b1ac4b0762a06982b
-0.84916666662312,af4137fafe4ba0b79d70b453483e60bf28970cc1
-0.836111111159035,fc7edfc56268400016851d22245ff57c66956b25
-0.825000000069849,8e0d83d041e82679c027c9f88f9270412a187fc6
-0.81527777784504,f831c7992e08dceaa043d3dac7bd3457589cb8ce
-0.808333333348791,e940aa111230c9f6bc3e645f95db36e0e71ceceb
-0.796388888906158,e940aa111230c9f6bc3e645f95db36e0e71ceceb
-0.760555555578236,f7782e9895028e75ec8985f04a8f29cc5f886c96
-0.746111111075045,a70995761d00e119c3c06ce6928e941370ef66b6
-0.734444444475123,c117357e6d57a8040b5e00aaccfa09051aa068b4
-0.726111111114712,c117357e6d57a8040b5e00aaccfa09051aa068b4
-0.695833333418641,825d8e5ea8931e3ecbad8eea2ad575c1717b4e29
-0.684999999997672,3b14318858d9490257bac0fde145674b8be8feff
-0.677499999990729,0b77bc8fa07d353063b215ac5f3e8c9b14e2e2c8
-0.666944444412238,ab6e56b1d65eca94fdf4e87b908337ec256ef417
-0.66055555560169,e498144dda66d94353b8597ee00d3f099123feb8
-0.653333333262708,1472590a68c5d05e78900f4889b1987571599d0c
-0.648611111159035,1057ca35f8df6bb0fb4f81bdc321a66ff3e2f16f
-0.640277777798389,e5d594c5c514f925ee9b673ba3d0d816d65b99f7
-0.605277777824171,4f3bf3c09c4a919d4c23a1a9c9818925fa54516a
-0.561944444489285,23af8a795ad287e352114958373c384064c348af
-0.558055555564309,3ff299a4d42b88bb43db300029e9a41b666905d6
-0.539166666625448,fc7edfc56268400016851d22245ff57c66956b25
-0.535833333386151,6437ecf3d04ea3df0c712ca1d6552a234cf684d2
-0.528333333379209,31b8735eb95efe25344673c61f5e8ae31d56fb67
-0.527222222182793,fc7edfc56268400016851d22245ff57c66956b25
-0.511111111147436,18eb0f66a8b09a6e76beb171882573ea523328bf
-0.510555555636486,ed3435e16c80e053da1691ee68695f692927257e
-0.501388888922392,2ef6106c48bdecbbb01837608f1665945d306b47
-0.500277777726232,ebc9e6413d480e3a505c6a2da42a5ecf05e48a57
-0.490277777833441,23af8a795ad287e352114958373c384064c348af
-0.410833333327922,c6ffde8e4ef2e0d48c8332a90bea523e599b290b
-0.403888888831673,6e215d1c856fbedbdc8831ea28c2e147cc0713ca
-0.388888888817768,21adec50dcb19866546fcdb89c2a1f5c6edcd70c
-0.388333333307031,21adec50dcb19866546fcdb89c2a1f5c6edcd70c
-0.386944444442634,88a28e81dbfae34e4dafb94ee84fb26f3e5daf1c
-0.385555555578236,11cbbce4ac0058505b10abde98fa4871c861f27f
-0.376944444375113,d45e3b2c27d81e5ca58c03ed128c933fbea5f4d3
-0.376388888864398,22afc066c749786d9597a7e62123a15a9ca6aa75
-0.371388888917757,f113004125996ce8e71694ce58c1418cd266e409
-0.366666666639588,6e13660276255733d4701481aad4179142810e5d
-0.361388888850236,b3ca52056a83b83c2c060125da82000fefdd4e1f
-0.346111111168327,23af8a795ad287e352114958373c384064c348af
-0.338611111161363,952db7d026db0903376c205ae1d14c4a8898f18b
-0.319722222222481,f9d434e0e60fa31668f83169fc6c28d5cfa16ed4
-0.319444444379769,baf2b8d12d13a8a3ca1fbf659819835ff48a38c7
-0.303611111186889,cf1a9ff12486680d472b78531327bba96666e6e7
-0.299166666751198,cf1a9ff12486680d472b78531327bba96666e6e7
-0.296666666690641,cf1a9ff12486680d472b78531327bba96666e6e7
-0.295833333337193,c5b8c2183afec62b5384ea6c02f14f769bc4a61f
-0.290833333390808,c0026d8b12bfffd09852d29548eaa72c1b922d23
-0.28555555560169,0ee6e1669fdf09168a4068124bba2badcf5a77d5
-0.284999999916245,0ee6e1669fdf09168a4068124bba2badcf5a77d5
-0.262777777737831,9f3ebb4880f09130ead36dc3655385bb0ffb4115
-0.238055555499116,d51abf59248991f1f602c0d1baed3aaf576ef3cd
-0.237777777831113,d51abf59248991f1f602c0d1baed3aaf576ef3cd
-0.231666666688312,f25241535605899bfe986d7c44f287e3391811c4
-0.227777777763592,f25241535605899bfe986d7c44f287e3391811c4
-0.213333333260401,fc7edfc56268400016851d22245ff57c66956b25
-0.184722222271439,6dd5dce69eb40360630d468d69f2ded101a5b9e0
-0.181666666699911,cd345a9471eb237b665289ffcc9040e8cd4d8b6d
-0.178888888971372,a174becfab4e5db867ca5b23e2885d2b2359cd32
-0.168611111061118,06829e6a2fc6b234d36278f050f003172401ba6a
-0.168611111061118,3cdffcf5860d26c69dbf79e5a90260b2a99aa9d8
-0.165833333332557,756aabaac534be91f25fa40248e66ef9b2fa468b
-0.158611111168327,06829e6a2fc6b234d36278f050f003172401ba6a
-0.151666666672078,0d1f6d2bcbc23e6084356ddfb2775506943ed1f8
-0.148611111100806,06829e6a2fc6b234d36278f050f003172401ba6a
-0.140555555582871,8f22fd320cc7bbc714e42ccfac2a360d0986c236
-0.123055555508408,ea41c6dbfc0508aff174bd177b1465beb6da8fe0
-0.118055555562002,e1af819cf2aa91db23c676cbc6e6a6ba4afe6eb7
-0.117500000051287,bdafe45947eb3f8e233d3dffecca0f9c62f2c85b
-0.115277777833441,96c82ae6c4b8c798c81fca604c9ed900e1b87b58
-0.103333333390808,c89df0c4176697092b7999ae4a289b0aece6871e
-0.103055555548075,c89df0c4176697092b7999ae4a289b0aece6871e
-0.0994444444658313,96c82ae6c4b8c798c81fca604c9ed900e1b87b58
-0.0958333333838439,c89df0c4176697092b7999ae4a289b0aece6871e
-0.0950000000301614,7f10710f60a7b24d2e5aff72cbe083aa502922da
-0.0888888888875954,f87c2f247f6ed9ba084486d0dd3fb8924ad92162
-0.0877777776914357,1c1dc7dc0ac9322eeb420ee9add0e41dae375fd4
-0.0852777778053522,de0a8687d77e847bf502eee47c60a4cdf6669dfd
-0.0786111111520711,5bcc15c39bb25e714ec165b3dc4ede46c8ab5064
-0.054444444424071,185260202c40ced5674d33f53818a97b3a0914a9
-0.0427777778241705,53f5d56752afcf796ec57084166879fdb966160e
-0.034722222306236,ab6836ade6321d6d5cb78fd69a271301a9911dfa
-0.00722222216423063,b1b4670f26172830d963bd24f436f0ad0a18715f
-0.00333333341400532,d3d4d2c472072d3e088e37382d54f36001837842
0.0127777777960816,e815cb5e17eee42bc98ae49f26f7dca83f2fa120
0.0141666666604792,e815cb5e17eee42bc98ae49f26f7dca83f2fa120
0.0205555554712777,7b9d11efe9baf63454505bd845efc9e54a08fd51
0.031111111049519,7b9d11efe9baf63454505bd845efc9e54a08fd51
0.0372222221923195,8b93337220434334c59def3b541766a3d3d682e6
0.0436111111776025,a4b9e27abfab72ecfca3eba09a762ab16ac6c9e7
0.0461111110634409,2193b3cca53f436971ffba606ed8a36b1c97bed3
0.0552777777775191,553c1fc9db6294247528aac7338970dae9a20584
0.0644444444916026,d234a4e3356022b81735ff9a0cece6764cc97d61
0.0644444444916026,a9988b1190e3e5625118bada38091b84af4744f9
0.0666666667094376,a9988b1190e3e5625118bada38091b84af4744f9
0.0722222221665589,2f704e47c39ed13b635513f2a24d5aff84affd92
0.0747222222271216,8c824d13e6df5f074520b5b4e0a78815c8ebe94d
0.0791666666628021,8c824d13e6df5f074520b5b4e0a78815c8ebe94d
0.087777777691441,bf8352805d67b6eeaceb968a46f537c5961392ef
0.0924999999698386,0c069370df4b8dfb6e3716730c9f0a0d28033e27
0.100555555487523,d0449d032d5c28a66f6b3f7bf2081a0218a2459b
0.10416666674424,d0449d032d5c28a66f6b3f7bf2081a0218a2459b
0.104999999923198,6421b48c68c9c513a5307c323035e0fa24ddef2e
0.1069444444728,5d87c426fed8936ced6ef76365d4948ffdd3fd2f
0.135555555636481,c6abcdd681515aac83deea7cc4cee32065625c10
0.151111111161358,2e869d54e86cec45710f6e63b59dd1fa51944301
0.206388888938882,4251e7cdf50f9393cbf7c18f1e0b40549b4af42b
0.208333333314,5de3e6e6a849e3abf2056cef239170b98fa770d7
0.21055555553184,d6bb7dbb604fad7ff8ce150f1734221fd810ba7b
0.211111111042561,4251e7cdf50f9393cbf7c18f1e0b40549b4af42b
0.212777777749681,21713d9a9903abe7f63d60ecbfdea817340116f7
0.219722222245679,21713d9a9903abe7f63d60ecbfdea817340116f7
0.238333333341838,3971ec006f693b4c38eb1974e0ce59ba3b85c2ce
0.239166666695281,2e869d54e86cec45710f6e63b59dd1fa51944301
0.239444444363519,b70d0bdc4f8bff8ea0cc9a51c54b0f2a37059e0e
0.24555555550608,bc6f2d63db07b798a5e1a5738fd29668c6f48fee
0.252222222159601,c58c7d99a03e97433b728c5618d071d03f4e65e3
0.269444444391357,466d11a364f50bb036c74a44a92f98ec864febdd
0.296388888847918,f3649827044fd3ea08af5bf0b61aed4c40b1e07d
0.296388888847918,5f8165eff026eff723ffd5fe4ccf56b1f1ebbe10
0.311111111193842,4e9ea1bbcd183f00a67bed45266513a872a2de03
0.317500000004641,552881e553586e1f82430cd2aa414004ee995f35
0.320833333418641,552881e553586e1f82430cd2aa414004ee995f35
0.32833333325112,31eba0c51f62eaeed93bad31159056b14324e6aa
0.342500000086078,7f73b23ac7ce93ab908996fbe349da79f8e5377d
0.344166666618479,7f73b23ac7ce93ab908996fbe349da79f8e5377d
0.364166666753521,3cbdf0ca5f4e952652faa9dea40d264d9198639c
0.38055555563184,0f4adc875dc0cad42e538470e21844109e249043
0.382222222164241,54a324accc26baf2e530b108b2d392e7606efc33
0.383055555517679,4bd0f2e6514636044e795b8d3cad64eb49498314
0.390000000013922,1ac0aa42501055aeeeb02d29eeeb87ca13c145b3
0.406388888892241,4327f5620f91cab846dbbeedafd21ba23e8c57c4
0.418888888845601,b4932e3fdc22e58621d87d0624e17e44d2149ce9
0.426944444363519,af6eeaf385cc8ac6b630d2a2388b033785cf93e6
0.433611111191519,7a1bcf115f42f9804cf236a1ba82260853e963f4
0.435555555566642,ce2d883237a4578865acc26236d6ce74a5fb32a3
0.445277777791441,fc7edfc56268400016851d22245ff57c66956b25
0.445277777791441,6990787c82d1ff73a3177828c0f4bee5fac875cd
0.45611111103792,5464a790c8252ff32dd11a20f3ab78e54f1cebf3
0.45722222223408,ed8ffccdd2bab8ce651fb2c54ff016cc0b1e57f0
0.467222222301601,284f1d271b1f0fd0cc7e462da70ef33f7a4cdbd0
0.469444444519441,67404995dbb1950c9dbf60f794c3ef0472b1ae2e
0.473333333269682,fc7edfc56268400016851d22245ff57c66956b25
0.481111111119358,c5b8c2183afec62b5384ea6c02f14f769bc4a61f
0.48138888896208,e47f9df5e4dc2f64f6aba6a8b5ddcd5684998ecd
0.493611111072722,c5b8c2183afec62b5384ea6c02f14f769bc4a61f
0.501388888922643,fb6baaa648f5c0f4059f6ad13cdcdee4f4aa95e1
0.508611111086879,3fdda60670fbb72d5dde5cc64b5a1d773920ba3c
0.51805555546896,26ac2358de18f6c26cfceb79fdaebc9854d9e1a5
0.521944444393681,af6eeaf385cc8ac6b630d2a2388b033785cf93e6
0.534444444521759,85552d70e2f76955891d1c82d3e4f0c125f5d4d2
0.53611111105416,af6eeaf385cc8ac6b630d2a2388b033785cf93e6
0.538055555604002,b50a6ce159c056012ccb41e17a137bcc1f209b9a
0.568888888810799,ac304fd312c4ef73c8ae9baac2d94494c36f2f2c
0.618055555620241,be7e9ca68f0b7fd90c4041b2160095f893aec677
0.621111111191519,24a102537cc18bb185a4011a1f4b6cda90ec8278
